=== WikiText-2 FULL test-set PPL — post-tokenizer-fix re-run (ATTEMPT 2) ===
date: 2026-07-18T01:13:34Z
binary: aegis-eval/target/release/aegis-eval (built 2026-07-16 22:57, commit 5989c32)
cmd: aegis-eval aegis_pruned_model.safetensors aegis-forge/embed.bin aegis-forge/vocab.bin test.txt (flagless = chunked full-text)
attempt 1 died at session-close 2026-07-16 23:47 (2% done; log: *_attempt1_DIED_session-close.log); this attempt runs under systemd-run --user + linger
prior full-set anchor: 15.825 (old tokenizer); sample anchors: old 10.348 / new 10.758
---
==================================================
 A.L.I.C.E. Perplexity Evaluator (measured)
==================================================
Engine online. SIMD level: AVX2+FMA
Dataset: test.txt | total chars: 1254250
Progress: 1020000/1254250 chars | chunk: 1208 tok (4.1 c/t) PPL 11.541 | overall: 253113 tok PPL 16.221
Progress: 1025000/1254250 chars | chunk: 1219 tok (4.1 c/t) PPL 15.732 | overall: 254331 tok PPL 16.219
Progress: 1030000/1254250 chars | chunk: 1299 tok (3.8 c/t) PPL 12.729 | overall: 255629 tok PPL 16.199
Progress: 1035000/1254250 chars | chunk: 1143 tok (4.4 c/t) PPL 22.942 | overall: 256771 tok PPL 16.224
Progress: 1040000/1254250 chars | chunk: 1294 tok (3.9 c/t) PPL 13.725 | overall: 258064 tok PPL 16.210
Progress: 1045000/1254250 chars | chunk: 1278 tok (3.9 c/t) PPL 11.836 | overall: 259341 tok PPL 16.185
Progress: 1050000/1254250 chars | chunk: 1325 tok (3.8 c/t) PPL 10.305 | overall: 260665 tok PPL 16.148
Progress: 1055000/1254250 chars | chunk: 1369 tok (3.7 c/t) PPL 10.660 | overall: 262033 tok PPL 16.113
Progress: 1060000/1254250 chars | chunk: 1472 tok (3.4 c/t) PPL 8.456 | overall: 263504 tok PPL 16.055
Progress: 1065000/1254250 chars | chunk: 1320 tok (3.8 c/t) PPL 10.012 | overall: 264823 tok PPL 16.017
Progress: 1070000/1254250 chars | chunk: 1442 tok (3.5 c/t) PPL 11.323 | overall: 266264 tok PPL 15.987
Progress: 1075000/1254250 chars | chunk: 1330 tok (3.8 c/t) PPL 11.432 | overall: 267593 tok PPL 15.961
Progress: 1080000/1254250 chars | chunk: 1290 tok (3.9 c/t) PPL 18.986 | overall: 268882 tok PPL 15.974
Progress: 1085000/1254250 chars | chunk: 1248 tok (4.0 c/t) PPL 20.600 | overall: 270129 tok PPL 15.993
Progress: 1090000/1254250 chars | chunk: 1228 tok (4.1 c/t) PPL 17.551 | overall: 271356 tok PPL 16.000
Progress: 1095000/1254250 chars | chunk: 1258 tok (4.0 c/t) PPL 15.808 | overall: 272613 tok PPL 15.999
Progress: 1100000/1254250 chars | chunk: 1250 tok (4.0 c/t) PPL 17.847 | overall: 273862 tok PPL 16.007
Progress: 1105000/1254250 chars | chunk: 1268 tok (3.9 c/t) PPL 13.099 | overall: 275129 tok PPL 15.992
Progress: 1110000/1254250 chars | chunk: 1285 tok (3.9 c/t) PPL 13.393 | overall: 276413 tok PPL 15.979
Progress: 1115000/1254250 chars | chunk: 1178 tok (4.2 c/t) PPL 18.346 | overall: 277590 tok PPL 15.988
Progress: 1120000/1254250 chars | chunk: 1293 tok (3.9 c/t) PPL 16.269 | overall: 278882 tok PPL 15.989
Progress: 1125000/1254250 chars | chunk: 1212 tok (4.1 c/t) PPL 14.991 | overall: 280093 tok PPL 15.985
Progress: 1130000/1254250 chars | chunk: 1249 tok (4.0 c/t) PPL 17.031 | overall: 281341 tok PPL 15.989
Progress: 1135000/1254250 chars | chunk: 1137 tok (4.4 c/t) PPL 18.478 | overall: 282477 tok PPL 15.999
Progress: 1140000/1254250 chars | chunk: 1051 tok (4.8 c/t) PPL 19.954 | overall: 283527 tok PPL 16.012
Progress: 1145000/1254250 chars | chunk: 1231 tok (4.1 c/t) PPL 17.320 | overall: 284757 tok PPL 16.017
Progress: 1150000/1254250 chars | chunk: 1060 tok (4.7 c/t) PPL 19.524 | overall: 285816 tok PPL 16.029
Progress: 1155000/1254250 chars | chunk: 1193 tok (4.2 c/t) PPL 22.988 | overall: 287008 tok PPL 16.053
Progress: 1160000/1254250 chars | chunk: 1173 tok (4.3 c/t) PPL 25.715 | overall: 288180 tok PPL 16.084
Progress: 1165000/1254250 chars | chunk: 1203 tok (4.2 c/t) PPL 15.079 | overall: 289382 tok PPL 16.079
Progress: 1170000/1254250 chars | chunk: 1214 tok (4.1 c/t) PPL 20.040 | overall: 290595 tok PPL 16.094
Progress: 1175000/1254250 chars | chunk: 1268 tok (3.9 c/t) PPL 14.637 | overall: 291862 tok PPL 16.088
Progress: 1180000/1254250 chars | chunk: 1420 tok (3.5 c/t) PPL 11.717 | overall: 293281 tok PPL 16.063
Progress: 1185000/1254250 chars | chunk: 1592 tok (3.1 c/t) PPL 6.833 | overall: 294872 tok PPL 15.989
Progress: 1190000/1254250 chars | chunk: 1374 tok (3.6 c/t) PPL 10.216 | overall: 296245 tok PPL 15.956
Progress: 1195000/1254250 chars | chunk: 1244 tok (4.0 c/t) PPL 26.156 | overall: 297488 tok PPL 15.989
Progress: 1200000/1254250 chars | chunk: 1228 tok (4.1 c/t) PPL 21.741 | overall: 298715 tok PPL 16.009
Progress: 1205000/1254250 chars | chunk: 1268 tok (3.9 c/t) PPL 17.060 | overall: 299982 tok PPL 16.013
Progress: 1210000/1254250 chars | chunk: 1174 tok (4.3 c/t) PPL 25.606 | overall: 301155 tok PPL 16.043
Progress: 1215000/1254250 chars | chunk: 1182 tok (4.2 c/t) PPL 24.928 | overall: 302336 tok PPL 16.070
Progress: 1220000/1254250 chars | chunk: 1309 tok (3.8 c/t) PPL 14.720 | overall: 303644 tok PPL 16.064
Progress: 1225000/1254250 chars | chunk: 1281 tok (3.9 c/t) PPL 14.811 | overall: 304924 tok PPL 16.059
Progress: 1230000/1254250 chars | chunk: 1182 tok (4.2 c/t) PPL 20.690 | overall: 306105 tok PPL 16.074
Progress: 1235000/1254250 chars | chunk: 1207 tok (4.1 c/t) PPL 15.760 | overall: 307311 tok PPL 16.073
Progress: 1240000/1254250 chars | chunk: 1317 tok (3.8 c/t) PPL 20.260 | overall: 308627 tok PPL 16.089
Progress: 1245000/1254250 chars | chunk: 1219 tok (4.1 c/t) PPL 20.501 | overall: 309845 tok PPL 16.104
Progress: 1250000/1254250 chars | chunk: 1218 tok (4.1 c/t) PPL 23.707 | overall: 311062 tok PPL 16.129
Progress: 1254250/1254250 chars | chunk: 1058 tok (4.0 c/t) PPL 14.843 | overall: 312119 tok PPL 16.124
--------------------------------------------------
Perplexity (teacher-forced, 312119 tokens): 16.124
Eval wall time: 110161.8s (2.83 tok/s)
--------------------------------------------------
Chunked mode: each 5000–char chunk is teacher-forced from a cold KV cache;
cross-chunk context is not carried, which biases PPL slightly upward.
NOTE: pruned-vocab model (50,256 of 128,256 tokens; ASCII-oriented).
Report this number only alongside that caveat.
